minutes,charger_en,stat,ts_raw,ts_mV,vbat_raw,vbat_mV
230,1,1,1698,2984,3524,4128
231,1,1,1704,2994,3521,4126
232,1,1,1696,2980,3521,4126
233,1,1,1705,2996,3520,4124
234,1,1,1704,2994,3519,4122
235,1,1,1703,2992,3511,4114
236,1,1,1705,2996,3519,4122
237,1,1,1701,2990,3522,4126
238,1,1,1700,2988,3511,4114
239,1,1,1704,2994,3525,4130
240,1,1,1701,2990,3526,4132
241,1,1,1706,2998,3519,4122
242,1,1,1698,2984,3520,4124
243,1,1,1703,2992,3528,4134
244,1,1,1701,2990,3524,4128
245,1,1,1702,2990,3522,4126
246,1,1,1703,2992,3521,4126
247,1,1,1705,2996,3525,4130
248,1,1,1712,3008,3516,4120
249,1,1,1708,3002,3518,4122
250,1,1,1703,2992,3523,4128
251,1,1,1713,3010,3519,4122
252,1,1,1705,2996,3516,4120
253,1,1,1707,3000,3515,4118
254,1,1,1701,2990,3518,4122
255,1,1,1703,2992,3520,4124
256,1,1,1712,3008,3519,4122
257,1,1,1704,2994,3520,4124
258,1,1,1708,3002,3518,4122
259,1,1,1702,2990,3524,4128
260,1,1,1704,2994,3521,4126
261,1,1,1705,2996,3515,4118
262,1,1,1703,2992,3515,4118
263,1,1,1708,3002,3521,4126
264,1,1,1704,2994,3511,4114
265,1,1,1707,3000,3519,4122
266,1,1,1701,2990,3515,4118
267,1,1,1712,3008,3524,4128
268,1,1,1707,3000,3515,4118
269,1,1,1705,2996,3515,4118
270,1,1,1720,3022,3517,4120
271,1,1,1706,2998,3521,4126
272,1,1,1716,3016,3518,4122
273,1,1,1707,3000,3524,4128
274,1,1,1716,3016,3523,4128
275,1,1,1708,3002,3522,4126
276,1,1,1708,3002,3520,4124
277,1,1,1706,2998,3511,4114
278,1,1,1712,3008,3522,4126
279,1,1,1702,2990,3519,4122
280,1,1,1703,2992,3511,4114
281,1,1,1705,2996,3519,4122
282,1,1,1707,3000,3516,4120
283,1,1,1709,3004,3512,4114
284,1,1,1709,3004,3520,4124
285,1,1,1704,2994,3521,4126
286,1,1,1704,2994,3521,4126
287,1,1,1703,2992,3518,4122
288,1,1,1708,3002,3512,4114
289,1,1,1704,2994,3520,4124
290,1,1,1704,2994,3510,4112
291,1,1,1709,3004,3511,4114
292,1,1,1709,3004,3511,4114
293,1,1,1706,2998,3525,4130
294,1,1,1704,2994,3520,4124
295,1,1,1703,2992,3520,4124
296,1,1,1706,2998,3519,4122
297,1,1,1706,2998,3517,4120
298,1,1,1707,3000,3519,4122
299,1,1,1701,2990,3520,4124
300,1,1,1704,2994,3522,4126
301,1,1,1698,2984,3517,4120
302,1,1,1710,3004,3516,4120
303,1,1,1703,2992,3517,4120
304,1,1,1705,2996,3517,4120
305,1,1,1701,2990,3522,4126
306,1,1,1704,2994,3513,4116
307,1,1,1704,2994,3520,4124
308,1,1,1704,2994,3510,4112
309,1,1,1702,2990,3517,4120
310,1,1,1703,2992,3518,4122
311,1,1,1697,2982,3513,4116
312,1,1,1702,2990,3516,4120
313,1,1,1702,2990,3519,4122
314,1,1,1704,2994,3511,4114
315,1,1,1705,2996,3520,4124
316,1,1,1697,2982,3511,4114
317,1,1,1699,2986,3512,4114
318,1,1,1697,2982,3516,4120
319,1,1,1702,2990,3512,4114
