minutes,charger_en,stat,ts_raw,ts_mV,vbat_raw,vbat_mV
504,1,1,1712,3008,3486,4084
505,1,1,1714,3012,3483,4080
506,1,1,1715,3014,3480,4078
507,1,1,1716,3016,3487,4086
508,1,1,1709,3004,3492,4092
509,1,1,1713,3010,3493,4092
510,1,1,1720,3022,3487,4086
511,1,1,1711,3006,3490,4088
512,1,1,1718,3018,3487,4086
513,1,1,1724,3030,3487,4086
514,1,1,1715,3014,3488,4086
515,1,1,1720,3022,3490,4088
517,1,1,1720,3022,3486,4084
518,1,1,1719,3020,3484,4082
519,1,1,1718,3018,3481,4078
519,1,1,1720,3022,3487,4086
520,1,1,1709,3004,3481,4078
521,1,1,1713,3010,3483,4080
522,1,1,1720,3022,3487,4086
523,1,1,1720,3022,3483,4080
524,1,1,1716,3016,3492,4092
525,1,1,1715,3014,3488,4086
526,1,1,1711,3006,3487,4086
527,1,1,1713,3010,3486,4084
528,1,1,1718,3018,3486,4084
529,1,1,1720,3022,3488,4086
531,1,1,1712,3008,3487,4086
531,1,1,1718,3018,3492,4092
532,1,1,1719,3020,3489,4088
533,1,1,1711,3006,3488,4086
534,1,1,1723,3028,3487,4086
535,1,1,1720,3022,3487,4086
536,1,1,1712,3008,3489,4088
537,1,1,1714,3012,3480,4078
539,1,1,1711,3006,3484,4082
539,1,1,1714,3012,3484,4082
540,1,1,1714,3012,3487,4086
541,1,1,1715,3014,3484,4082
542,1,1,1716,3016,3483,4080
543,1,1,1716,3016,3487,4086
544,1,1,1714,3012,3488,4086
545,1,1,1714,3012,3496,4096
546,1,1,1711,3006,3488,4086
547,1,1,1716,3016,3487,4086
548,1,1,1714,3012,3487,4086
549,1,1,1715,3014,3482,4080
